Content,Video title,Video publish time,Views,Impressions,Impressions click-through rate (%),Average view duration
GjJGmxdUBRY,Resolver sistemas de ecuaciones  |  Calculadora científica | 2x2 | 3x3 | Casio fx-991ES PLUS,"Oct 1, 2018",5460,16856,10.68,0:01:49
MvNwvXjGlJs,Guardar gráficas en JPG | Ciclo For en Gráficas │Python │Matplotlib│¡Muy fácil!,"Jan 13, 2019",5448,12757,7.2,0:02:30
rOkHjUyED_I,"📕 Filtros en Pandas: iloc, loc | Parte 1 | VideoTK | Vol 2 | Python Básico","Aug 2, 2020",5448,19802,4.33,0:05:09
RIS5CZ7KphM,🐼🧭 Conversión de coordenadas a direcciones y país en un Dataframe | Geopy | Pandas | Python,"Dec 21, 2019",5443,20010,4.42,0:03:11
xG5PhUMBqxQ,¿Cómo sacar el volumen de un sólido de revolución? | Método de Discos | Eje de las X | Muy básico,"May 18, 2019",5430,4441,3.4,0:02:20
I8jtFEwvlHM,🤔 ¿Cómo ver todos los pasos para sacar el dominio de una función en línea? | Symbolab | ¡Muy Fácil!,"Sep 23, 2019",5419,4203,5.07,0:01:15
38uX_d3N9Oo,🤓 Transformadas Inversa de Laplace | Ecuaciones Diferenciales |¡Muy básico!,"May 18, 2020",5393,32294,3.49,0:02:37
MB_pifxhSEY,"🐍+ 🤳 ¿Cómo hacer y leer códigos QR con Python? | qrcode, pyzbar | Python | Google Drive","Jan 7, 2022",5362,27745,7.09,0:02:22
HpLYgKU57eE,Seleccionar renglones o columnas |🍰 Slicing | Numpy | Python │¡Muy fácil!,"Jul 22, 2019",5351,25887,4.34,0:03:32
lRFjE7hRVes,🕰️ Diferencia de fechas y horas | Pandas | Python │¡Muy fácil!,"Aug 15, 2019",5345,14141,5.28,0:02:40
YPP_scBynhA,¿Cómo programar los checkbox? |QT Designer| Python | PyQT5 | Ejemplo|¡Muy básico!,"Jan 28, 2018",5343,15422,5.45,0:02:47
HuxtHlqCapA,Variables │Python 3.x │Desde cero │¡Muy Básico!,"Jan 3, 2018",5310,5881,4.74,0:04:58
2qPFhTYyGWM,¿Qué es una función Lambda?| Funciones lambda en un DataFrame | Python │Pandas │¡Muy fácil!,"Jun 14, 2019",5300,25219,4.29,0:04:22
UuY-a01EQdk,Python: Entrada y salida de datos (print y raw_input),"Sep 7, 2015",5238,2689,6.21,0:01:31
a2m9ctdf9hk,Calor |Cambio de temperaturas| Ejercicios resueltos | ¡Muy básico!,"Sep 5, 2018",5237,14725,8.86,0:02:03
fyfkLHWU-wQ,Resuelve integrales en línea | Symbolab | Cálculo Integral | ¡Fácil!,"Feb 23, 2019",5192,3800,5.29,0:01:48
RU--D9BWIT4,🧠 El ejemplo más sencillo: Regresión lineal con Keras |Deep Learning | Red Neuronal | Python,"Jun 29, 2020",5191,10896,4.97,0:03:48
L5fOULUaKWA,Máximos y mínimos | Optimización | Cálculo Diferencial | Aplicación |Ejemplo resuelto | ¡Muy Básico!,"Aug 19, 2017",5155,2592,4.51,0:03:13
XKyX1ag4tnE,🧮 Promedio móvil | Python | Rolling | Estadística │¡Muy fácil!,"Sep 29, 2019",5150,9600,7.84,0:03:11
7YClapAdpyY,"Adivinanzas│Adivina, adivinador │Primera parte│","Feb 5, 2018",5136,1469,2.93,0:01:24
5kIsicHQjRk,🤓 ¿Cómo sacar los coeficientes para las series de Fourier? |Ejemplo muy sencillo | ¡Muy básico!,"Jun 7, 2020",5063,13759,6.23,0:03:10
CeAIsabI0pE,Aplicación de ecuaciones exponenciales,"Apr 17, 2016",5058,3753,10.42,0:01:10
IpYlE0TDMJ0,🗂️ ¿Cómo cambiar los nombres de archivos en una carpeta? | Python desde cero│¡Muy fácil!,"Aug 31, 2020",5049,8311,8.17,0:02:08
Ovg87CiDL30,🤔 ¿Cómo introducir los números con exponente calculadora?  | Calculadora científica | Shorts,"Jul 23, 2021",5027,5501,3,0:00:40
bmlLUwSbbpw,| Excel | Por petición | Regresar múltiples resultados | Básico,"Aug 27, 2017",5024,2962,6.65,0:04:29
Q-ebhAHy6Qo,Python: Ciclo For,"Sep 27, 2015",4996,4649,4.22,0:02:11
YtBRCU-db_I,"Python desde Cero: ¿Cuál número es más grande? (IF, ELSE)","Dec 29, 2016",4974,10460,4.26,0:02:40
DRYV0H8-pf8,🛠️ ¿Cómo arreglar un archivo CSV con renglones en blanco? | Museo del Error | Python │¡Muy Básico!,"Jul 27, 2019",4961,10709,3.54,0:03:02
WJh5_7OdDcM,"🧑‍🏫¿Cómo hacer presentaciones interactivas? | Google Slides | ¡Muy, muy Fácil!","Jan 24, 2021",4921,3460,2.25,0:02:41
PSfbxO5rq-A,Integración por Sustitución: Integral elevada al cubo en el denominador,"May 9, 2017",4913,11085,5.13,0:01:52
HCN8D_OTsWs,Experimento: ¿Cómo hacer líquida el agua sólida?,"Oct 2, 2016",4891,5932,8.83,0:02:17
JtfkNm8vt8Y,👀 ¿Cómo encontrar todos los valores parecidos? | Query | Múltiples resultados | Google Sheets,"Oct 11, 2019",4867,6140,6.61,0:03:24
z0b7TAVtHrw,¿Qué tan parecidos son dos textos?| Similaridad coseno| SciKitLearn | Machine Learning| ¡Muy básico!,"Mar 19, 2019",4849,13543,5.32,0:05:27
7IXDl2yBBPs,Ajuste polinomial | PolynomialFeatures| SciKitLearn | Machine Learning| Python | ¡Muy básico!,"May 7, 2018",4828,15767,4.55,0:04:04
cJj9IqcJWBg,🤓 Método de Reducción de Orden | ED homogéneas de segundo orden | Ec. Diferenciales | ¡Muy básico!,"Feb 22, 2021",4820,21929,5.74,0:03:32
9p3z2rD8Apk,Conversión de unidades |Pint | Módulo| Python | Muy Básico,"Jul 31, 2019",4783,7850,8.89,0:01:35
ScnpBE0TVyc,🤖💡¿Cómo hacer que un LED prenda y apague con Arduino y Python? | Desde cero| Blinking LED,"May 10, 2021",4768,18047,6.7,0:02:28
o8BDo5Uf7Co,Utilizar hojas de Excel en ComboBox |QT Designer| Python | PyQT5 | Pandas|¡Muy básico!,"Jan 26, 2018",4737,12162,3.81,0:02:58
hu_OhMXBxWM,📋 ➡️ 🗣️ Texto a voz | Text to Speech | Python │pyttsx3 | gTTS | ¡Muy básico!,"May 20, 2021",4732,12285,6.15,0:02:04
jP51QoU1eEM,🗓️ ¿Cómo resumir por mes los datos de un Dataframe? |Combinar Dataframes |Plotly | Pandas | Python,"Mar 26, 2020",4725,21376,3.57,0:04:57
NYcH_M5BE64,Aplicaciones del Método del trapecio | Integración numérica |Métodos Numéricos | Parte 2 |,"Apr 16, 2020",4690,11074,5.21,0:03:15
a0HmueKBxB8,🤓 Solución de Sistemas de Ecuaciones Diferenciales | Método de eliminación |¡Muy básico!,"May 27, 2020",4614,12441,4.43,0:03:12
QmnDvWlsoLk,🤔 Límites con funciones vectoriales | Geogebra | ¡Muy básico!|Cálculo Vectorial,"Oct 19, 2020",4601,19202,5.45,0:03:24
bq_XO4ZiEAg,Python desde Cero: ¿Cómo imprimir el primer y último valor en un ciclo For antes de un cambio?,"Jan 6, 2017",4590,4719,8.88,0:01:44
JVctrYEKz9k,📈 Regresión lineal múltiple | Código |Python | Métodos Numéricos  | ¡Muy básico!,"Sep 16, 2019",4553,11540,4.94,0:03:11
56KN9n1TxSc,🤓 ¿Cómo encontrar el valor de C en una ecuación diferencial? | Separación de variables |¡Muy básico!,"Feb 20, 2020",4544,4386,5.11,0:01:49
8KKEmEAxLZQ,"☢️ Química nuclear | Tipos de decaimiento α, β-, β+, 𝛄 | Introducción | ¡Muy, muy  Básico!","Aug 22, 2020",4506,23324,5.68,0:05:06
O-YlsQOcjkE,🔍+ 🐼 ¿Cómo buscar todas las coincidencias de una palabra en un dataframe? | str.contains | Pandas,"Sep 29, 2021",4494,16934,5.47,0:02:49
LYXanvO1hdw,⚗️ ¿Cómo usar la notación científica en la calculadora?  | Teclas: ENG y EXP | Shorts,"Jul 24, 2021",4491,16032,12.31,0:00:44
OCJwAgFuAEg,Conversión Decimal│Binario │Octal │Hexadecimal│Petición,"Sep 7, 2017",4480,26988,2.6,0:02:14
MftfVO64ItU,SageMath: Operaciones con matrices,"Jun 10, 2015",4478,3305,14.74,0:01:24
H4v2zlgVM4A,Fracciones en la recta numérica |¡Resuelve con nosotros! | Matemáticas | Primaria | ¡Muy básico!,"May 4, 2019",4467,1809,2.05,0:03:33
2gdU4lAijgQ,🤖 🔊 ¿Cómo leer la información del sensor ultrasónico? | HC-SR04 | Arduino con Python desde cero,"May 17, 2021",4452,13191,6.99,0:02:26
0BqJ7zGKkZY,🧮 Promedio ponderado | Python | Pandas | Rolling | Estadística │¡Muy fácil!,"Oct 4, 2019",4451,13174,4.65,0:02:52
ueJpnvMXK3U,📈 ¿Cómo obtener una ecuación exponencial a partir de datos? |Con condición de fecha | Python,"Apr 1, 2020",4441,10436,3.2,0:03:16
TVw2sxQzUQw,Transformación de datos | Preprocesamiento de datos |Scikit-learn | Machine Learning| Python,"Jul 13, 2019",4407,15045,6.15,0:04:20
yl4uMI8ioqw,🎮 Práctica de Búsquedas con filtros y str.contains  | Pandas | Python │¡Muy fácil!,"Aug 3, 2019",4353,10846,5.1,0:03:27
iioBLaRgMMQ,Frecuencia de palabras| Recomendaciones | SciKitLearn | Machine Learning| Python | ¡Muy básico!,"Feb 10, 2019",4347,10031,3.8,0:05:05
9ocA_4I4gNg,Python desde Cero: Operaciones con números enteros (variables),"Dec 27, 2016",4345,6613,4.32,0:03:21
YnniyvruDyo,📱 Geogebra en dispositivos móviles | 3D | Geogebra |¡Muy Fácil!,"Aug 9, 2020",4277,7444,10.03,0:02:03
wHLp94dzJHQ,"💡💡🐍 ➡️ 🤖 ¿Cómo prender varios LEDS en Arduino, utilizando Python? | Arduino con Python desde cero","Jul 4, 2021",4266,12176,6.67,0:01:56
JRw2XkUjvjE,"Python desde Cero: ¿La suma de dos números es mayor..o igual? (IF, ELSE)","Dec 30, 2016",4260,11317,5.94,0:02:15
a_9-CRx0Qco,Trabalenguas│ Dinosaurios |¿Qué tan rápido lo puedes leer │Cuarta parte,"Mar 25, 2018",4258,1243,9.98,0:01:24
JWuqL3kNxqg,"⚽ +🐼 ¿Cómo agregar una columna al dataframe, con una condición? | Datos FIFA 21| Pandas | Python","Sep 2, 2021",4229,13772,4.65,0:02:22
0qICNqRJAig,Método de Gauss Jordan Parte 2: Ejemplo con una matriz 3x3,"Jun 8, 2015",4212,4313,3.78,0:02:54
SauDJo5ME-k,Regresión lineal múltiple | Redes neuronales | Reducción de dimensiones | PCA |Scikit-learn |Python,"Sep 3, 2019",4180,10990,4.73,0:03:45
RJmyFZ3H9EE,Ecuación de la recta y del plano: Forma vectorial | Introducción | ¡Muy básico! | Cálculo Vectorial,"Aug 5, 2020",4169,13756,6.87,0:05:22
d9iYh_rTcdM,¿Cómo actualizar el inventario después de una compra en Excel? (Básico),"Jan 31, 2017",4142,9007,6.74,0:02:11
wSLbMwNyeLs,"🗓️ ¿Cómo revisar si una fecha es día festivo, sábado o domingo?| Calendar | Python desde cero","Sep 8, 2019",4141,11693,5.62,0:03:49
qGSUZTGWx_U,🐼 ¿Cómo agregar una columna con números consecutivos a un dataframe en Pandas? | Shorts,"Jul 5, 2021",4105,8050,5.63,0:00:36
9QPRtKG_FuM,Constante de equilibrio químico: Lo básico,"May 31, 2015",4005,1798,7.4,0:01:57
LiTqTEt7y7A,Desordenar listas | Shuffle.Random │Listas │Python│¡Muy fácil!,"Mar 30, 2018",4003,5322,9.17,0:01:53
EMQmxOO30EU,💧Cómo calcular la velocidad en un tubo de Pitot | ¡Muy básico! | Mecánica de Fluidos,"Mar 30, 2021",3980,16627,4.89,0:02:52
I3INK6W3SSs,"Python desde Cero: El ciclo For, pedir al usuario el inicio,final y como aumentar el ciclo","Jan 4, 2017",3962,5366,5.14,0:02:22
WnZ-Pq7O0a0,🐼 ¿Cómo iterar sobre renglones? | ¡7 opciones! |Pandas|Python | ¡Muy fácil!,"Jan 10, 2022",3954,43378,3.44,0:04:29
DSegqUXr0Y8,Reacción Química primer orden| Cambio de concentración respecto al tiempo| Cinética Química,"Jan 30, 2018",3919,4010,8.03,0:01:51
adNHEh6slIQ,🧮 Tabla ANOVA | Desde cero | Python │¡Muy fácil! | Parte 3 de 5,"Jul 28, 2019",3908,5316,8.16,0:01:57
U8Tbo0j8dRY,🗂️ ¿Cómo hacer un documento en línea?  | Trabajo a Distancia y en equipo | Google Docs |¡Muy Fácil!,"Mar 27, 2020",3873,4256,4.46,0:03:55
zxkte3Q-Xdc,Experimento: ¡Guantes para la pantalla táctil de tu celular!,"Oct 15, 2016",3860,3250,4.89,0:02:20
RhnW_9sx8LI,"🗠 ¿Cómo obtener el máximo, utilizando minimize de Scipy? | Optimize |¡Muy básico! | Python","Jul 2, 2020",3845,7433,5.84,0:02:24
xeDzvj-HxyU,Trabalenguas│¿Qué tan rápido los puedes decir │Tercera parte,"Feb 14, 2018",3841,1322,5.6,0:01:11
TqLVZuu5hKQ,Truco de Matemáticas: ¡Adivina la edad!,"Dec 8, 2016",3815,5807,11.19,0:01:41
WON-E_nra4o,Python: ¿Cuánto dinero tengo después de X años? (Funciones y Gráficas),"Apr 25, 2017",3809,6570,3.46,0:02:56
XTgMhqpXfLo,Balanceo de Ecuaciones Químicas (Método Tanteo),"Apr 29, 2015",3805,2262,3.18,0:02:23
RJn_IJ1xYM0,Integral con Fracciones Parciales,"Apr 10, 2016",3774,5154,2.44,0:01:51
K0BFUlWMqrs,"🐼 ¿Cómo dar formato a las tablas? | Color, alineación, tamaño de fuente | Pandas | Plotly","Dec 13, 2021",3762,14508,5.89,0:02:04
Q3WukXj4WDo,Minimizar funciones multivariables| Gráfica de superficie  |Optimización | Scipy | Python,"Sep 10, 2018",3737,9395,5.88,0:02:34
NnhWMuRdQsM,🧮 Gráfica y cálculo de intervalos de confianza | Regresión Lineal simple | Python| Parte 5 de 5,"Aug 17, 2019",3668,6110,5.53,0:01:51
78gT0Ug3b-k,Excel: ¿Cómo usar las fórmulas matriciales y los índices? (Básico),"Mar 25, 2017",3641,3530,3.85,0:02:55
CwFd2qyXeYM,¿Operaciones grandes? | Paréntesis | Números Negativos| Fracciones | Calculadora científica,"Jul 10, 2018",3628,4809,4.05,0:01:29
QVJfqhkC7Bg,Wolfram Alpha: Solución de sistemas de ecuaciones lineales,"Apr 10, 2016",3622,4514,10.35,0:00:38
XqSZCS5B_Z8,Conversiones de unidades| Valor de divisas | Google Sheets | Google Drive| ¡Muy Fácil!,"Apr 10, 2019",3617,8660,7.31,0:02:06
Mj65p-AoKFQ,Convertir a datos numéricos |Preprocesamiento datos | Label encoder | SciKitLearn | Machine Learning,"Aug 6, 2018",3597,8912,5.88,0:04:45
JfzfUCBm0lw,Búsqueda en bases de datos | Caso práctico |Información estudiantes| Pandas| Python | Parte 1,"Oct 30, 2018",3596,12568,3.16,0:06:35
gspm-rBshOE,Wolfram Alpha: Integrales impropias,"Feb 13, 2016",3592,23890,1.88,0:01:08
od95Ap65nQA,🧮 Suavizamiento exponencial | Python | StatsModels | Estadística │¡Muy fácil!,"Oct 9, 2019",3554,10162,2.59,0:03:47
XdO12ZWndlc,"¿Para qué sirve el método __init__  ? | Clases |  Python desde cero│¡Muy, muy Básico!","Jul 29, 2021",3541,16367,5.4,0:04:37
_2IcW0oPOBc,⚙️ Interacción con gráficas | sliders | Matplotlib | Google Colab | Python,"Nov 30, 2021",3538,16159,4.99,0:02:11
xH6XMLZvQmM,Corregir datos capturados por humanos | FuzzyWuzzy | Python │Pandas │¡Muy fácil!,"Jul 5, 2019",3422,17066,2.83,0:05:15
81I9IpP-BSs,🤔 ¿Cómo crear un proyecto de Django en Pycharm?  | Paso a paso | ¡Muy básico!,"Dec 6, 2021",3419,12898,6.83,0:03:07
BOxs4x3qm00,Convergencia y divergencia de series en PYTHON (Muy básico),"Jul 16, 2017",3401,5179,4.67,0:02:24
YtvaiyyC7zk,🐼 ¿Cómo exportar datos de un Dataframe a diferentes hojas de un libro de Excel? | Pandas|Python,"Apr 25, 2022",3392,34541,2.19,0:02:14
4YbPwJ0Jexg,"Buenos días, tardes o noches |Time | Módulo| Python | Muy Básico","Nov 26, 2017",3386,6899,7.09,0:02:14
86LlS2FErcY,WolframAlpha: Composición de Funciones (Fog(x)),"Nov 27, 2016",3381,1138,6.15,0:00:49
t2RYAEGuSCM,Graficar  iteraciones | SciKitLearn | Redes neuronales| Machine Learning| Python | ¡Muy básico!,"Sep 19, 2018",3372,7405,6.19,0:02:28
5PXkyOiqhtE,📟 +🐍 ¿Cómo enviar un mensaje a una pantalla LCD 16x2? |Serial | Arduino con Python | ¡Muy básico!,"Oct 13, 2021",3353,9777,4.65,0:01:50
xbPV24Vhgyk,🐼  ¿Cómo hacer búsquedas en el dataframe con Query? | Introducción | Pandas| Python,"Mar 10, 2021",3336,17413,4.23,0:03:51
tk6dHVdUYro,Integración con funciones trigonométricas: División (¡Muy Básico!),"Apr 16, 2017",3330,14842,4.45,0:01:52
ibA8Zx8N0lc,Integración por partes: ¿Qué hacer cuando tienes dos funciones con potencias? (ILATE),"May 5, 2017",3328,7466,4.53,0:02:35
sTejE7tFzY8,¿Sabías qué?: Cebras,"Jun 4, 2017",3322,5212,4.55,0:00:55
bBqaJl8u7Dc,Uso de la calculadora científica: Logaritmos y expresiones exponenciales,"Apr 27, 2015",3301,2510,3.86,0:01:20
krwwVve2XRo,"Operaciones con números complejos (suma, resta, multiplicación y división)","May 25, 2017",3301,9718,1.87,0:03:29
YnrEm22oSus,🐼 ¿Cómo repetir o eliminar renglones en un Dataframe? | Pandas | Python | ¡Muy fácil!,"Dec 29, 2019",3264,8818,2.44,0:02:55
HTZrdT_mEWo,🧮 Regresión lineal | Python | Desde cero│¡Muy fácil! | Parte 1 de 5,"Jul 25, 2019",3260,8800,5.25,0:04:00
kTF3sLz20r4,✔ Tarea 2 Cálculo Diferencial e Integral: Límites,"Feb 23, 2015",3258,445,3.82,0:00:37
c0BYkq8DBu0,Longitud de Arco|Ejemplo resuelto | Cálculo Vectorial| ¡Muy fácil!,"Oct 24, 2017",3241,3158,3.17,0:02:34
KzQKxARW7tY,🧮 Pruebas t y F para comprobación de hipótesis | Regresión Lineal | Python | Parte 4 de 5,"Aug 13, 2019",3240,5799,5.9,0:02:33
p9gZa4RJwWA,Cómo restar tiempo| Extraer strings | Expresión regular | csv | Pandas  | Python | ¡Muy fácil!,"May 3, 2018",3219,18231,3.37,0:03:54
Jvm3LNaoiX8,Experimento: ¿Cómo prender un cerillo que ya estaba apagado? (Levaduras en acción),"Dec 17, 2014",3205,2891,5.81,0:01:35
K3tc4b9uECg,Encontrar el número más grande│Python │3 Ejemplos│¡Muy fácil!,"Oct 22, 2017",3195,4519,6.99,0:01:56
8_68_5dqNl0,Trucos para contar y hacer operaciones ¡Más rápido!,"May 14, 2015",3181,1087,2.76,0:01:55
OZdQx48w5Yc,🧮 ¿Cómo hacer una integral definida?  | Calculadora científica | Casio fx-991ES PLUS | ¡Muy fácil!,"Feb 12, 2020",3176,6296,4.43,0:01:29
027EUATLSu4,¿Las fracciones son proporcionales? | Propiedades | Matemáticas Básicas | ¡Muy fácil!,"Jul 31, 2019",3159,1693,1.42,0:02:24
s3VHddRdJDY,Función escalón y pulso rectangular | Funciones unitarias | Ecuaciones Diferenciales |¡Muy básico!,"May 15, 2020",3110,6425,3.36,0:02:39
OImgjY1O3q4,Reducción de Términos Semejantes|Fundamentos de Álgebra |Curso |Parte 1|,"Nov 21, 2017",3078,4595,6.59,0:03:32
AwMVsfE7luQ,🤔 ¿Máximo y mínimo de una función? |Segunda Derivada Paso a paso | Symbolab | Desmos | ¡Muy Básico!,"Nov 30, 2019",3073,6275,5.71,0:02:25
f0T1x1KoPMk,Python: Operaciones con Tuplas (Básico),"Apr 2, 2017",3073,7987,8.15,0:02:40
4ODD0l6JtQ8,Cifrado Affine | Encriptación de  Mensajes | SymPy | Python | ¡Muy básico!,"Jul 24, 2018",3054,4197,5.58,0:02:35
Showing top 500 results,,,,,,
